request_id,file_id,elapsed_time
0,294,0.1265263557434082
1,362,0.09550046920776367
2,400,0.12258601188659668
3,120,0.1010286808013916
4,289,0.09359860420227051
5,244,0.0969691276550293
6,302,0.09423327445983887
7,139,0.10310864448547363
8,268,0.09455323219299316
9,257,0.09795188903808594
10,145,0.09851670265197754
11,259,0.08978724479675293
12,216,0.08860111236572266
13,305,0.08874082565307617
14,289,0.0881357192993164
15,241,0.08772540092468262
16,301,0.09831476211547852
17,455,0.08758330345153809
18,174,0.10097432136535645
19,181,0.09142017364501953
20,328,0.08782315254211426
21,147,0.08609294891357422
22,90,0.08668017387390137
23,242,0.09376239776611328
24,211,0.08697819709777832
25,42,0.08633112907409668
26,126,0.09151124954223633
27,91,0.08927392959594727
28,257,0.08899784088134766
29,200,0.08978629112243652
30,433,0.08878660202026367
31,142,0.0859525203704834
32,129,0.0883796215057373
33,330,0.08832597732543945
34,218,0.0931704044342041
35,140,0.08729314804077148
36,332,0.09165668487548828
37,347,0.09003496170043945
38,257,0.09353446960449219
39,238,0.09555745124816895
40,285,0.09209442138671875
41,416,0.09711980819702148
42,211,0.09439468383789062
43,227,0.0928955078125
44,314,0.09311604499816895
45,108,0.10342955589294434
46,45,0.09567975997924805
47,159,0.09611225128173828
48,175,0.08620524406433105
49,416,0.08843493461608887
50,224,0.0892183780670166
51,174,0.08924436569213867
52,199,0.0864267349243164
53,154,0.08849143981933594
54,253,0.0876917839050293
55,311,0.08742618560791016
56,233,0.08964371681213379
57,271,0.08504199981689453
58,228,0.08778643608093262
59,278,0.08684253692626953
60,268,0.0900871753692627
61,365,0.08718657493591309
62,420,0.09067082405090332
63,173,0.10238051414489746
64,333,0.09340310096740723
65,333,0.0883338451385498
66,253,0.08730602264404297
67,244,0.09354543685913086
68,132,0.10025453567504883
69,284,0.08736324310302734
70,384,0.09318327903747559
71,143,0.08690643310546875
72,242,0.09127497673034668
73,375,0.08952832221984863
74,281,0.10242271423339844
75,187,0.09163045883178711
76,225,0.09851574897766113
77,137,0.11533784866333008
78,217,0.09232234954833984
79,368,0.1551070213317871
80,319,0.19652056694030762
81,218,0.08250737190246582
82,415,0.09710884094238281
83,378,0.09292960166931152
84,224,0.08958172798156738
85,257,0.09551000595092773
86,134,0.1006326675415039
87,331,0.09310650825500488
88,199,0.08660745620727539
89,100,0.08811593055725098
90,368,0.09471893310546875
91,153,0.09406638145446777
92,299,0.09453725814819336
93,142,0.0891716480255127
94,339,0.0877997875213623
95,359,0.09793353080749512
96,259,0.08970451354980469
97,234,0.0925900936126709
98,255,0.08869338035583496
99,261,0.0861048698425293
100,242,0.08893179893493652
101,288,0.09477686882019043
102,186,0.09230756759643555
103,121,0.10218501091003418
104,259,0.08883190155029297
105,281,0.08790254592895508
106,55,0.09381246566772461
107,180,0.09049057960510254
108,359,0.09093308448791504
109,191,0.08764457702636719
110,174,0.09728407859802246
111,297,0.08869457244873047
112,347,0.08682727813720703
113,350,0.0863795280456543
114,275,0.10105538368225098
115,195,0.09041118621826172
116,186,0.08683896064758301
117,194,0.08833098411560059
118,190,0.08950924873352051
119,354,0.08945178985595703
120,308,0.08948493003845215
121,224,0.08852124214172363
122,123,0.0884542465209961
123,82,0.08698844909667969
124,290,0.08758950233459473
125,110,0.10269975662231445
126,162,0.08827924728393555
127,185,0.0967409610748291
128,257,0.08748769760131836
129,240,0.08795976638793945
130,131,0.0883948802947998
131,300,0.08824849128723145
132,203,0.08817696571350098
133,336,0.09585762023925781
134,217,0.09332799911499023
135,324,0.08739352226257324
136,259,0.09168100357055664
137,442,0.08820462226867676
138,297,0.0955953598022461
139,186,0.08903861045837402
140,185,0.089874267578125
141,218,0.08954954147338867
142,99,0.09031319618225098
143,99,0.0929725170135498
144,250,0.08956551551818848
145,77,0.09393477439880371
146,260,0.09903430938720703
147,172,0.09140324592590332
148,276,0.09235239028930664
149,200,0.08990359306335449
150,306,0.08859825134277344
151,241,0.10114216804504395
152,286,0.09788370132446289
153,314,0.09672808647155762
154,211,0.09754085540771484
155,378,0.09049654006958008
156,230,0.09188222885131836
157,226,0.09438920021057129
158,204,0.09892821311950684
159,214,0.08677315711975098
160,219,0.09259986877441406
161,230,0.09189033508300781
162,354,0.09226536750793457
163,296,0.09434080123901367
164,231,0.08818292617797852
165,187,0.09282422065734863
166,296,0.09012722969055176
167,378,0.0900413990020752
168,207,0.09442520141601562
169,329,0.09399843215942383
170,8,0.0889129638671875
171,122,0.09138345718383789
172,99,0.09696006774902344
173,291,0.09197807312011719
174,324,0.08893513679504395
175,296,0.08923602104187012
176,254,0.08699822425842285
177,186,0.10230278968811035
178,187,0.10253405570983887
179,338,0.0954897403717041
180,205,0.10719490051269531
181,196,0.10540270805358887
182,14,0.09777164459228516
183,293,0.08870792388916016
