filename,n_blocks,cache_hits
GEN_DEDUP_SD5_108,10,0
GEN_DEDUP_SD5_113,10,0
GEN_DEDUP_SD5_271,10,0
GEN_DEDUP_SD5_186,10,3
GEN_DEDUP_SD5_241,10,2
GEN_DEDUP_SD5_93,10,3
GEN_DEDUP_SD5_425,10,3
GEN_DEDUP_SD5_188,10,0
GEN_DEDUP_SD5_315,10,1
GEN_DEDUP_SD5_29,10,2
GEN_DEDUP_SD5_54,10,3
GEN_DEDUP_SD5_346,10,2
GEN_DEDUP_SD5_365,10,2
GEN_DEDUP_SD5_271,10,10
GEN_DEDUP_SD5_237,10,4
GEN_DEDUP_SD5_482,10,3
GEN_DEDUP_SD5_31,10,3
GEN_DEDUP_SD5_184,10,4
GEN_DEDUP_SD5_129,10,6
GEN_DEDUP_SD5_305,10,1
GEN_DEDUP_SD5_116,10,2
GEN_DEDUP_SD5_348,10,0
GEN_DEDUP_SD5_140,10,5
GEN_DEDUP_SD5_474,10,2
GEN_DEDUP_SD5_65,10,2
GEN_DEDUP_SD5_330,10,2
GEN_DEDUP_SD5_364,10,2
GEN_DEDUP_SD5_210,10,2
GEN_DEDUP_SD5_232,10,5
GEN_DEDUP_SD5_297,10,1
GEN_DEDUP_SD5_113,10,10
GEN_DEDUP_SD5_300,10,1
GEN_DEDUP_SD5_308,10,3
GEN_DEDUP_SD5_478,10,3
GEN_DEDUP_SD5_240,10,1
GEN_DEDUP_SD5_264,10,3
GEN_DEDUP_SD5_179,10,1
GEN_DEDUP_SD5_261,10,3
GEN_DEDUP_SD5_483,10,4
GEN_DEDUP_SD5_160,10,3
GEN_DEDUP_SD5_275,10,3
GEN_DEDUP_SD5_205,10,2
GEN_DEDUP_SD5_46,10,3
GEN_DEDUP_SD5_201,10,5
GEN_DEDUP_SD5_390,10,3
GEN_DEDUP_SD5_339,10,2
GEN_DEDUP_SD5_147,10,7
GEN_DEDUP_SD5_337,10,6
GEN_DEDUP_SD5_215,10,5
GEN_DEDUP_SD5_232,10,5
GEN_DEDUP_SD5_168,10,8
GEN_DEDUP_SD5_75,10,4
GEN_DEDUP_SD5_372,10,5
GEN_DEDUP_SD5_63,10,3
GEN_DEDUP_SD5_5,10,4
GEN_DEDUP_SD5_275,10,3
GEN_DEDUP_SD5_262,10,4
GEN_DEDUP_SD5_219,10,2
GEN_DEDUP_SD5_249,10,2
GEN_DEDUP_SD5_226,10,1
GEN_DEDUP_SD5_162,10,6
GEN_DEDUP_SD5_424,10,2
GEN_DEDUP_SD5_179,10,1
GEN_DEDUP_SD5_280,10,6
GEN_DEDUP_SD5_293,10,1
GEN_DEDUP_SD5_87,10,1
GEN_DEDUP_SD5_118,10,4
GEN_DEDUP_SD5_361,10,1
GEN_DEDUP_SD5_158,10,5
GEN_DEDUP_SD5_330,10,4
GEN_DEDUP_SD5_217,10,7
GEN_DEDUP_SD5_133,10,3
GEN_DEDUP_SD5_35,10,6
GEN_DEDUP_SD5_296,10,3
GEN_DEDUP_SD5_74,10,5
GEN_DEDUP_SD5_89,10,1
GEN_DEDUP_SD5_144,10,6
GEN_DEDUP_SD5_369,10,4
GEN_DEDUP_SD5_458,10,4
GEN_DEDUP_SD5_12,10,3
GEN_DEDUP_SD5_146,10,3
GEN_DEDUP_SD5_396,10,6
GEN_DEDUP_SD5_37,10,3
GEN_DEDUP_SD5_372,10,6
GEN_DEDUP_SD5_449,10,2
GEN_DEDUP_SD5_111,10,4
GEN_DEDUP_SD5_217,10,6
GEN_DEDUP_SD5_455,10,4
GEN_DEDUP_SD5_114,10,3
GEN_DEDUP_SD5_217,10,9
GEN_DEDUP_SD5_333,10,4
GEN_DEDUP_SD5_401,10,5
GEN_DEDUP_SD5_283,10,5
GEN_DEDUP_SD5_230,10,1
GEN_DEDUP_SD5_53,10,7
GEN_DEDUP_SD5_244,10,3
GEN_DEDUP_SD5_160,10,4
GEN_DEDUP_SD5_336,10,1
GEN_DEDUP_SD5_396,10,6
GEN_DEDUP_SD5_317,10,0
GEN_DEDUP_SD5_489,10,2
GEN_DEDUP_SD5_461,10,3
GEN_DEDUP_SD5_64,10,5
GEN_DEDUP_SD5_201,10,5
GEN_DEDUP_SD5_102,10,4
GEN_DEDUP_SD5_440,10,2
GEN_DEDUP_SD5_182,10,4
GEN_DEDUP_SD5_240,10,1
GEN_DEDUP_SD5_389,10,3
GEN_DEDUP_SD5_132,10,3
GEN_DEDUP_SD5_318,10,3
GEN_DEDUP_SD5_90,10,5
GEN_DEDUP_SD5_275,10,6
GEN_DEDUP_SD5_403,10,4
GEN_DEDUP_SD5_328,10,3
GEN_DEDUP_SD5_251,10,4
GEN_DEDUP_SD5_463,10,4
GEN_DEDUP_SD5_57,10,2
GEN_DEDUP_SD5_143,10,3
GEN_DEDUP_SD5_146,10,3
GEN_DEDUP_SD5_431,10,1
GEN_DEDUP_SD5_365,10,3
GEN_DEDUP_SD5_457,10,1
GEN_DEDUP_SD5_251,10,5
GEN_DEDUP_SD5_132,10,4
GEN_DEDUP_SD5_357,10,1
GEN_DEDUP_SD5_460,10,2
GEN_DEDUP_SD5_84,10,3
GEN_DEDUP_SD5_323,10,4
GEN_DEDUP_SD5_230,10,1
GEN_DEDUP_SD5_289,10,5
GEN_DEDUP_SD5_253,10,3
GEN_DEDUP_SD5_70,10,6
GEN_DEDUP_SD5_197,10,5
GEN_DEDUP_SD5_444,10,4
GEN_DEDUP_SD5_141,10,5
GEN_DEDUP_SD5_38,10,3
GEN_DEDUP_SD5_156,10,3
GEN_DEDUP_SD5_24,10,3
GEN_DEDUP_SD5_6,10,3
GEN_DEDUP_SD5_161,10,4
GEN_DEDUP_SD5_182,10,5
GEN_DEDUP_SD5_399,10,4
GEN_DEDUP_SD5_317,10,1
GEN_DEDUP_SD5_471,10,6
GEN_DEDUP_SD5_87,10,2
GEN_DEDUP_SD5_276,10,2
GEN_DEDUP_SD5_153,10,3
GEN_DEDUP_SD5_157,10,3
GEN_DEDUP_SD5_320,10,2
GEN_DEDUP_SD5_452,10,3
GEN_DEDUP_SD5_380,10,3
GEN_DEDUP_SD5_303,10,3
GEN_DEDUP_SD5_327,10,2
GEN_DEDUP_SD5_419,10,6
GEN_DEDUP_SD5_444,10,5
GEN_DEDUP_SD5_413,10,1
GEN_DEDUP_SD5_443,10,3
GEN_DEDUP_SD5_388,10,5
GEN_DEDUP_SD5_181,10,4
GEN_DEDUP_SD5_69,10,2
GEN_DEDUP_SD5_223,10,3
GEN_DEDUP_SD5_450,10,2
GEN_DEDUP_SD5_175,10,1
GEN_DEDUP_SD5_89,10,2
GEN_DEDUP_SD5_264,10,4
GEN_DEDUP_SD5_84,10,3
GEN_DEDUP_SD5_132,10,3
GEN_DEDUP_SD5_195,10,1
GEN_DEDUP_SD5_183,10,7
GEN_DEDUP_SD5_206,10,4
GEN_DEDUP_SD5_270,10,3
GEN_DEDUP_SD5_83,10,2
GEN_DEDUP_SD5_132,10,4
GEN_DEDUP_SD5_210,10,4
GEN_DEDUP_SD5_491,10,5
GEN_DEDUP_SD5_498,10,5
GEN_DEDUP_SD5_53,10,7
GEN_DEDUP_SD5_444,10,5
GEN_DEDUP_SD5_371,10,3
GEN_DEDUP_SD5_300,10,2
GEN_DEDUP_SD5_450,10,4
GEN_DEDUP_SD5_431,10,2
GEN_DEDUP_SD5_261,10,5
GEN_DEDUP_SD5_71,10,1
GEN_DEDUP_SD5_14,10,5
GEN_DEDUP_SD5_159,10,5
GEN_DEDUP_SD5_103,10,3
GEN_DEDUP_SD5_447,10,5
GEN_DEDUP_SD5_85,10,2
GEN_DEDUP_SD5_150,10,3
GEN_DEDUP_SD5_221,10,5
GEN_DEDUP_SD5_425,10,7
GEN_DEDUP_SD5_188,10,5
GEN_DEDUP_SD5_406,10,4
GEN_DEDUP_SD5_52,10,2
GEN_DEDUP_SD5_234,10,3
GEN_DEDUP_SD5_277,10,6
GEN_DEDUP_SD5_345,10,1
GEN_DEDUP_SD5_300,10,3
GEN_DEDUP_SD5_131,10,2
GEN_DEDUP_SD5_177,10,1
GEN_DEDUP_SD5_412,10,7
GEN_DEDUP_SD5_376,10,4
GEN_DEDUP_SD5_394,10,3
GEN_DEDUP_SD5_110,10,2
GEN_DEDUP_SD5_119,10,1
GEN_DEDUP_SD5_291,10,2
GEN_DEDUP_SD5_260,10,4
GEN_DEDUP_SD5_244,10,2
