request_id,file_id,elapsed_time
0,228,0.1565077304840088
1,275,0.15708494186401367
2,232,0.13731122016906738
3,233,0.15742254257202148
4,261,0.13637685775756836
5,242,0.13421845436096191
6,221,0.13622355461120605
7,204,0.13649535179138184
8,221,0.07941961288452148
9,287,0.1367628574371338
10,273,0.14091801643371582
11,263,0.13004541397094727
12,266,0.13829255104064941
13,294,0.152296781539917
14,296,0.13787317276000977
15,308,0.13357090950012207
16,243,0.13857555389404297
17,232,0.07720446586608887
18,203,0.14092302322387695
19,317,0.14450788497924805
20,270,0.14175963401794434
21,149,0.13792681694030762
22,239,0.139143705368042
23,255,0.13762331008911133
24,216,0.14000344276428223
25,263,0.08600831031799316
26,243,0.0806269645690918
27,246,0.1372694969177246
28,234,0.13771843910217285
29,250,0.1344606876373291
30,281,0.13916802406311035
31,226,0.1587052345275879
32,281,0.07689929008483887
33,311,0.13254737854003906
34,312,0.14418649673461914
35,248,0.13663887977600098
36,247,0.14592790603637695
37,293,0.14245057106018066
38,250,0.08333182334899902
39,248,0.07950949668884277
40,252,0.14070367813110352
41,256,0.15256476402282715
42,274,0.1540694236755371
43,256,0.08968329429626465
44,231,0.1411736011505127
45,249,0.15047430992126465
46,231,0.0936896800994873
47,261,0.08019042015075684
48,192,0.19619250297546387
49,239,0.10784673690795898
50,208,0.17975878715515137
51,263,0.10501384735107422
52,242,0.11399316787719727
53,234,0.15934228897094727
54,299,0.21081948280334473
55,289,0.24807524681091309
56,233,0.11305928230285645
57,258,0.16745877265930176
58,210,0.13810014724731445
59,208,0.08401203155517578
60,233,0.09201216697692871
61,229,0.15767788887023926
62,250,0.08643984794616699
63,269,0.15673422813415527
64,225,0.16747212409973145
65,227,0.15929913520812988
66,260,0.14618635177612305
67,317,0.07649493217468262
68,260,0.0939333438873291
69,273,0.08457279205322266
70,228,0.09020853042602539
71,290,0.13845348358154297
72,280,0.13841485977172852
73,265,0.15122771263122559
74,221,0.08059287071228027
75,258,0.08733773231506348
76,268,0.15609502792358398
77,287,0.09101557731628418
78,186,0.16223621368408203
79,322,0.1391441822052002
80,287,0.09576535224914551
81,269,0.08686542510986328
82,294,0.08180999755859375
83,230,0.1529524326324463
84,244,0.13929963111877441
85,276,0.1421651840209961
86,279,0.1519031524658203
87,272,0.15144848823547363
88,269,0.08256340026855469
89,253,0.14406108856201172
90,289,0.0861060619354248
91,199,0.1433091163635254
92,259,0.1371915340423584
93,283,0.1349635124206543
94,284,0.14702820777893066
95,245,0.1435844898223877
96,250,0.07919573783874512
97,260,0.08705902099609375
98,286,0.15346693992614746
99,236,0.13708043098449707
100,252,0.07900023460388184
101,244,0.15011811256408691
102,221,0.08182072639465332
103,206,0.1534101963043213
104,265,0.1133127212524414
105,237,0.15622472763061523
106,236,0.14386820793151855
107,236,0.1284024715423584
108,237,0.15042996406555176
109,296,0.08361339569091797
110,249,0.07848548889160156
111,246,0.0816037654876709
112,256,0.08747601509094238
113,247,0.0835108757019043
114,277,0.14550042152404785
115,282,0.1395862102508545
116,283,0.14424943923950195
117,259,0.1325855255126953
118,227,0.08480954170227051
119,180,0.14188170433044434
120,260,0.07905220985412598
121,245,0.15114998817443848
122,269,0.08048796653747559
123,209,0.13991093635559082
124,267,0.14759230613708496
125,211,0.14278650283813477
126,236,0.129669189453125
127,256,0.07994747161865234
128,248,0.07799959182739258
129,224,0.13630938529968262
130,255,0.08057665824890137
131,219,0.15570402145385742
132,197,0.13588809967041016
133,275,0.08894133567810059
134,244,0.1444694995880127
135,218,0.16729950904846191
136,268,0.13637280464172363
137,272,0.13310027122497559
138,246,0.07427501678466797
139,245,0.14641046524047852
140,252,0.09366989135742188
141,227,0.09302806854248047
142,259,0.17652368545532227
143,280,0.09602499008178711
144,342,0.4956800937652588
145,232,0.16813182830810547
146,229,0.09545373916625977
147,284,0.1483149528503418
148,261,0.0827782154083252
149,239,0.07960152626037598
150,207,0.14383196830749512
151,215,0.15992283821105957
152,188,0.1435084342956543
153,203,0.08759117126464844
154,270,0.09109377861022949
155,213,0.16049575805664062
156,290,0.08700084686279297
157,224,0.359088659286499
158,209,0.14114093780517578
159,232,0.07560944557189941
160,248,0.0791015625
161,239,0.08278107643127441
162,303,0.1399242877960205
163,276,0.14158415794372559
164,251,0.1356668472290039
165,256,0.07330584526062012
166,254,0.13965964317321777
167,254,0.13707971572875977
168,266,0.0813133716583252
169,226,0.08080697059631348
170,249,0.08084726333618164
171,206,0.13533544540405273
172,289,0.07855868339538574
173,224,0.13836145401000977
